stage,epoch,phase,loss,acc,lr
StageA.finetune,15,val,0.1794,0.9462,8.715724127386973e-06
StageA.finetune,16,train,0.0811,0.9803,8.53553390593274e-06
StageA.finetune,16,val,0.1713,0.9462,8.53553390593274e-06
StageA.finetune,17,train,0.077,0.9869,8.345653031794293e-06
StageA.finetune,17,val,0.1662,0.9308,8.345653031794293e-06
StageA.finetune,18,train,0.0827,0.9803,8.146601955249189e-06
StageA.finetune,18,val,0.1597,0.9462,8.146601955249189e-06
StageA.finetune,19,train,0.0601,0.9934,7.938926261462366e-06
StageA.finetune,19,val,0.1595,0.9538,7.938926261462366e-06
StageA.finetune,20,train,0.0581,0.9918,7.723195175075136e-06
StageA.finetune,20,val,0.1462,0.9385,7.723195175075136e-06
StageA.finetune,21,train,0.0671,0.9836,7.5e-06
StageA.finetune,21,val,0.1452,0.9538,7.5e-06
StageA.finetune,22,train,0.0515,0.9869,7.269952498697734e-06
StageA.finetune,22,val,0.1483,0.9308,7.269952498697734e-06
StageA.finetune,23,train,0.0443,0.9967,7.033683215379002e-06
StageA.finetune,23,val,0.1485,0.9538,7.033683215379002e-06
StageA.finetune,24,train,0.0475,0.9901,6.791839747726503e-06
StageA.finetune,24,val,0.1312,0.9538,6.791839747726503e-06
StageA.finetune,25,train,0.0547,0.9918,6.545084971874738e-06
StageA.finetune,25,val,0.1371,0.9462,6.545084971874738e-06
StageA.finetune,26,train,0.0373,0.9967,6.294095225512604e-06
StageA.finetune,26,val,0.1377,0.9538,6.294095225512604e-06
StageA.finetune,27,train,0.0493,0.9885,6.039558454088796e-06
StageA.finetune,27,val,0.1341,0.9615,6.039558454088796e-06
StageA.finetune,28,train,0.0505,0.9918,5.782172325201155e-06
StageA.finetune,28,val,0.1446,0.9538,5.782172325201155e-06
StageA.finetune,29,train,0.0437,0.9901,5.522642316338268e-06
StageA.finetune,29,val,0.1282,0.9615,5.522642316338268e-06
StageA.finetune,30,train,0.0314,0.9984,5.261679781214719e-06
StageA.finetune,30,val,0.1445,0.9462,5.261679781214719e-06
StageA.finetune,31,train,0.0349,0.9967,5.000000000000001e-06
StageA.finetune,31,val,0.1411,0.9538,5.000000000000001e-06
StageA.finetune,32,train,0.0307,0.9984,4.738320218785282e-06
StageA.finetune,32,val,0.1323,0.9615,4.738320218785282e-06
StageA.finetune,33,train,0.0361,0.9951,4.477357683661734e-06
StageA.finetune,33,val,0.1115,0.9615,4.477357683661734e-06
StageA.finetune,34,train,0.0273,0.9984,4.217827674798846e-06
StageA.finetune,34,val,0.1218,0.9538,4.217827674798846e-06
StageA.finetune,35,train,0.025,0.9967,3.960441545911203e-06
StageA.finetune,35,val,0.1349,0.9538,3.960441545911203e-06
StageA.finetune,36,train,0.035,0.9951,3.705904774487397e-06
StageA.finetune,36,val,0.1448,0.9462,3.705904774487397e-06
StageA.finetune,37,train,0.0201,0.9967,3.454915028125263e-06
StageA.finetune,37,val,0.1521,0.9462,3.454915028125263e-06
StageA.finetune,38,train,0.0243,0.9984,3.2081602522734987e-06
StageA.finetune,38,val,0.1384,0.9538,3.2081602522734987e-06
StageA.finetune,39,train,0.0287,0.9967,2.966316784620999e-06
StageA.finetune,39,val,0.1522,0.9462,2.966316784620999e-06
StageA.finetune,40,train,0.0227,0.9967,2.730047501302266e-06
StageA.finetune,40,val,0.1362,0.9538,2.730047501302266e-06
StageA.finetune,41,train,0.0211,1.0,2.500000000000001e-06
StageA.finetune,41,val,0.1221,0.9692,2.500000000000001e-06
StageA.finetune,42,train,0.0313,0.9918,2.276804824924866e-06
StageA.finetune,42,val,0.1423,0.9538,2.276804824924866e-06
StageA.finetune,43,train,0.0247,0.9951,2.061073738537635e-06
StageA.finetune,43,val,0.1256,0.9615,2.061073738537635e-06
StageA.finetune,44,train,0.0259,0.9967,1.8533980447508138e-06
StageA.finetune,44,val,0.1187,0.9692,1.8533980447508138e-06
StageA.finetune,45,train,0.0239,0.9967,1.6543469682057107e-06
StageA.finetune,45,val,0.1213,0.9538,1.6543469682057107e-06
StageA.finetune,46,train,0.0149,0.9984,1.4644660940672628e-06
StageA.finetune,46,val,0.1129,0.9615,1.4644660940672628e-06
StageA.finetune,47,train,0.0285,0.9918,1.2842758726130296e-06
StageA.finetune,47,val,0.1331,0.9538,1.2842758726130296e-06
StageA.finetune,48,train,0.0229,0.9967,1.1142701927151456e-06
StageA.finetune,48,val,0.1262,0.9692,1.1142701927151456e-06
StageA.finetune,49,train,0.0284,0.9934,9.549150281252633e-07
StageA.finetune,49,val,0.1351,0.9462,9.549150281252633e-07
StageA.finetune,50,train,0.0276,0.9951,8.066471602728802e-07
StageA.finetune,50,val,0.1246,0.9538,8.066471602728802e-07
StageA.finetune,51,train,0.018,0.9984,6.698729810778064e-07
StageA.finetune,51,val,0.1216,0.9538,6.698729810778064e-07
StageA.finetune,52,train,0.0248,0.9967,5.44967379058161e-07
StageA.finetune,52,val,0.1252,0.9615,5.44967379058161e-07
StageA.finetune,53,train,0.0221,0.9967,4.3227271178699507e-07
StageA.finetune,53,val,0.1171,0.9538,4.3227271178699507e-07
StageA.finetune,54,train,0.0326,0.9934,3.3209786751399125e-07
StageA.finetune,54,val,0.1215,0.9692,3.3209786751399125e-07
StageA.finetune,55,train,0.0223,0.9967,2.4471741852423233e-07
StageA.finetune,55,val,0.1108,0.9692,2.4471741852423233e-07
StageA.finetune,56,train,0.0246,0.9967,1.7037086855465844e-07
StageA.finetune,56,val,0.1102,0.9615,1.7037086855465844e-07
StageA.finetune,57,train,0.0259,0.9967,1.0926199633097156e-07
StageA.finetune,57,val,0.1088,0.9692,1.0926199633097156e-07
StageA.finetune,58,train,0.0203,0.9967,6.15582970243117e-08
StageA.finetune,58,val,0.1137,0.9538,6.15582970243117e-08
StageA.finetune,59,train,0.0233,0.9967,2.7390523158632996e-08
StageA.finetune,59,val,0.1205,0.9615,2.7390523158632996e-08
StageA.finetune,60,train,0.0215,0.9984,6.852326227130835e-09
StageA.finetune,60,val,0.1227,0.9615,6.852326227130835e-09
StageB.warmup,1,train,1.0452,0.3896,0.0001
StageB.warmup,1,val,1.1704,0.2805,0.0001
StageB.warmup,2,train,1.0136,0.3143,0.0001
StageB.warmup,2,val,1.2011,0.2439,0.0001
StageB.warmup,3,train,0.9603,0.3922,0.0001
StageB.warmup,3,val,1.2176,0.2317,0.0001
StageB.warmup,4,train,0.9327,0.3844,0.0001
StageB.warmup,4,val,1.1959,0.2683,0.0001
StageB.warmup,5,train,0.943,0.3636,0.0001
StageB.warmup,5,val,1.2006,0.2439,0.0001
StageB.warmup,6,train,0.9067,0.4208,0.0001
StageB.warmup,6,val,1.2054,0.2195,0.0001
StageB.warmup,7,train,0.9225,0.361,0.0001
StageB.warmup,7,val,3.1735,0.2439,0.0001
StageB.warmup,8,train,0.9234,0.3584,0.0001
StageB.warmup,8,val,1.1685,0.2805,0.0001
StageB.finetune,1,train,0.8838,0.3974,1e-05
StageB.finetune,1,val,1.1305,0.3415,1e-05
StageB.finetune,2,train,0.8477,0.4805,9.993147673772869e-06
StageB.finetune,2,val,1.0621,0.4634,9.993147673772869e-06
StageB.finetune,3,train,0.8104,0.5325,9.972609476841366e-06
StageB.finetune,3,val,1.0097,0.5366,9.972609476841366e-06
StageB.finetune,4,train,0.807,0.5143,9.938441702975689e-06
StageB.finetune,4,val,0.9838,0.5854,9.938441702975689e-06
StageB.finetune,5,train,0.7863,0.5584,9.890738003669029e-06
StageB.finetune,5,val,0.9789,0.5854,9.890738003669029e-06
StageB.finetune,6,train,0.7574,0.574,9.829629131445342e-06
StageB.finetune,6,val,0.9465,0.622,9.829629131445342e-06
StageB.finetune,7,train,0.7383,0.587,9.755282581475769e-06
StageB.finetune,7,val,0.9416,0.5732,9.755282581475769e-06
StageB.finetune,8,train,0.6865,0.6883,9.667902132486009e-06
StageB.finetune,8,val,0.8825,0.7317,9.667902132486009e-06
StageB.finetune,9,train,0.6986,0.6623,9.567727288213005e-06
StageB.finetune,9,val,0.8747,0.7073,9.567727288213005e-06
StageB.finetune,10,train,0.655,0.6961,9.45503262094184e-06
StageB.finetune,10,val,0.8366,0.7561,9.45503262094184e-06
StageB.finetune,11,train,0.6246,0.7169,9.330127018922195e-06
StageB.finetune,11,val,0.8204,0.7073,9.330127018922195e-06
StageB.finetune,12,train,0.5819,0.7688,9.193352839727122e-06
StageB.finetune,12,val,0.8132,0.7683,9.193352839727122e-06
StageB.finetune,13,train,0.5765,0.7636,9.045084971874738e-06
StageB.finetune,13,val,0.7754,0.7805,9.045084971874738e-06
StageB.finetune,14,train,0.5366,0.787,8.885729807284857e-06
StageB.finetune,14,val,0.7579,0.7927,8.885729807284857e-06
StageB.finetune,15,train,0.5229,0.8026,8.715724127386973e-06
StageB.finetune,15,val,0.7434,0.8049,8.715724127386973e-06
StageB.finetune,16,train,0.461,0.8571,8.53553390593274e-06
StageB.finetune,16,val,0.7455,0.7683,8.53553390593274e-06
StageB.finetune,17,train,0.4376,0.8857,8.345653031794293e-06
StageB.finetune,17,val,0.6999,0.7927,8.345653031794293e-06
StageB.finetune,18,train,0.4454,0.8545,8.146601955249189e-06
StageB.finetune,18,val,0.6733,0.7927,8.146601955249189e-06
StageB.finetune,19,train,0.3877,0.9091,7.938926261462366e-06
StageB.finetune,19,val,0.6792,0.7927,7.938926261462366e-06
StageB.finetune,20,train,0.3876,0.8779,7.723195175075136e-06
StageB.finetune,20,val,0.6838,0.7805,7.723195175075136e-06
StageB.finetune,21,train,0.3645,0.9117,7.5e-06
StageB.finetune,21,val,0.6597,0.7927,7.5e-06
StageB.finetune,22,train,0.3479,0.9143,7.269952498697734e-06
StageB.finetune,22,val,0.6439,0.7927,7.269952498697734e-06
StageB.finetune,23,train,0.3283,0.9117,7.033683215379002e-06
StageB.finetune,23,val,0.6383,0.8049,7.033683215379002e-06
StageB.finetune,24,train,0.3027,0.9273,6.791839747726503e-06
StageB.finetune,24,val,0.6251,0.7683,6.791839747726503e-06
StageB.finetune,25,train,0.3253,0.9091,6.545084971874738e-06
StageB.finetune,25,val,0.6152,0.8171,6.545084971874738e-06
StageB.finetune,26,train,0.2849,0.9169,6.294095225512604e-06
StageB.finetune,26,val,0.6036,0.7805,6.294095225512604e-06
StageB.finetune,27,train,0.2737,0.9403,6.039558454088796e-06
StageB.finetune,27,val,0.6231,0.7927,6.039558454088796e-06
StageB.finetune,28,train,0.2702,0.9195,5.782172325201155e-06
StageB.finetune,28,val,0.6254,0.7805,5.782172325201155e-06
StageB.finetune,29,train,0.2444,0.9403,5.522642316338268e-06
StageB.finetune,29,val,0.5928,0.7683,5.522642316338268e-06
StageB.finetune,30,train,0.2262,0.9481,5.261679781214719e-06
StageB.finetune,30,val,0.5955,0.8049,5.261679781214719e-06
StageB.finetune,31,train,0.2248,0.9584,5.000000000000001e-06
StageB.finetune,31,val,0.5995,0.8049,5.000000000000001e-06
StageB.finetune,32,train,0.2433,0.9377,4.738320218785282e-06
StageB.finetune,32,val,0.5803,0.8049,4.738320218785282e-06
StageB.finetune,33,train,0.1987,0.9636,4.477357683661734e-06
StageB.finetune,33,val,0.6281,0.7683,4.477357683661734e-06
StageB.finetune,34,train,0.2374,0.9195,4.217827674798846e-06
StageB.finetune,34,val,0.5658,0.7927,4.217827674798846e-06
StageB.finetune,35,train,0.2232,0.9299,3.960441545911203e-06
StageB.finetune,35,val,0.6061,0.7805,3.960441545911203e-06
StageB.finetune,36,train,0.224,0.9325,3.705904774487397e-06
StageB.finetune,36,val,0.566,0.8171,3.705904774487397e-06
StageB.finetune,37,train,0.1873,0.9429,3.454915028125263e-06
StageB.finetune,37,val,0.5737,0.8171,3.454915028125263e-06
StageB.finetune,38,train,0.1828,0.9636,3.2081602522734987e-06
StageB.finetune,38,val,0.5711,0.7805,3.2081602522734987e-06
StageB.finetune,39,train,0.198,0.9455,2.966316784620999e-06
StageB.finetune,39,val,0.5704,0.8171,2.966316784620999e-06
StageB.finetune,40,train,0.1939,0.961,2.730047501302266e-06
StageB.finetune,40,val,0.5783,0.8537,2.730047501302266e-06
StageB.finetune,41,train,0.2005,0.9351,2.500000000000001e-06
StageB.finetune,41,val,0.5643,0.8049,2.500000000000001e-06
StageB.finetune,42,train,0.1834,0.9584,2.276804824924866e-06
StageB.finetune,42,val,0.5822,0.8171,2.276804824924866e-06
StageB.finetune,43,train,0.1734,0.9481,2.061073738537635e-06
StageB.finetune,43,val,0.5669,0.7805,2.061073738537635e-06
StageB.finetune,44,train,0.1972,0.9636,1.8533980447508138e-06
StageB.finetune,44,val,0.6181,0.7805,1.8533980447508138e-06
StageB.finetune,45,train,0.1811,0.9558,1.6543469682057107e-06
StageB.finetune,45,val,0.6098,0.7561,1.6543469682057107e-06
StageB.finetune,46,train,0.2195,0.9429,1.4644660940672628e-06
StageB.finetune,46,val,0.5613,0.7927,1.4644660940672628e-06
StageB.finetune,47,train,0.1838,0.9584,1.2842758726130296e-06
StageB.finetune,47,val,0.5857,0.8049,1.2842758726130296e-06
StageB.finetune,48,train,0.16,0.9532,1.1142701927151456e-06
StageB.finetune,48,val,0.6036,0.7927,1.1142701927151456e-06
StageB.finetune,49,train,0.1955,0.9455,9.549150281252633e-07
StageB.finetune,49,val,0.5478,0.8049,9.549150281252633e-07
StageB.finetune,50,train,0.1963,0.9481,8.066471602728802e-07
StageB.finetune,50,val,0.5695,0.7927,8.066471602728802e-07
StageB.finetune,51,train,0.1739,0.9584,6.698729810778064e-07
StageB.finetune,51,val,0.6083,0.7927,6.698729810778064e-07
StageB.finetune,52,train,0.1377,0.9636,5.44967379058161e-07
StageB.finetune,52,val,0.5908,0.7805,5.44967379058161e-07
StageB.finetune,53,train,0.1993,0.9481,4.3227271178699507e-07
StageB.finetune,53,val,0.5747,0.7805,4.3227271178699507e-07
StageB.finetune,54,train,0.1707,0.961,3.3209786751399125e-07
StageB.finetune,54,val,0.557,0.7927,3.3209786751399125e-07
StageB.finetune,55,train,0.1837,0.961,2.4471741852423233e-07
StageB.finetune,55,val,0.556,0.8049,2.4471741852423233e-07
StageB.finetune,56,train,0.1625,0.9532,1.7037086855465844e-07
StageB.finetune,56,val,0.5711,0.8293,1.7037086855465844e-07
StageB.finetune,57,train,0.182,0.9506,1.0926199633097156e-07
StageB.finetune,57,val,0.5607,0.7927,1.0926199633097156e-07
StageB.finetune,58,train,0.1567,0.974,6.15582970243117e-08
StageB.finetune,58,val,0.5872,0.8049,6.15582970243117e-08
StageB.finetune,59,train,0.2474,0.9299,2.7390523158632996e-08
StageB.finetune,59,val,0.5464,0.8049,2.7390523158632996e-08
StageB.finetune,60,train,0.1624,0.961,6.852326227130835e-09
StageB.finetune,60,val,0.5824,0.8049,6.852326227130835e-09
