stage,epoch,phase,loss,acc,lr
StageB.finetune,9,val,0.8534,0.6951,9.567727288213005e-06
StageB.finetune,10,train,0.6166,0.7403,9.45503262094184e-06
StageB.finetune,10,val,0.8121,0.7561,9.45503262094184e-06
StageB.finetune,11,train,0.6005,0.7584,9.330127018922195e-06
StageB.finetune,11,val,0.7872,0.7927,9.330127018922195e-06
StageB.finetune,12,train,0.5606,0.7844,9.193352839727122e-06
StageB.finetune,12,val,0.7781,0.7439,9.193352839727122e-06
StageB.finetune,13,train,0.5544,0.7818,9.045084971874738e-06
StageB.finetune,13,val,0.7635,0.7927,9.045084971874738e-06
StageB.finetune,14,train,0.5114,0.8156,8.885729807284857e-06
StageB.finetune,14,val,0.7198,0.8049,8.885729807284857e-06
StageB.finetune,15,train,0.5087,0.8234,8.715724127386973e-06
StageB.finetune,15,val,0.7158,0.8171,8.715724127386973e-06
StageB.finetune,16,train,0.4483,0.8649,8.53553390593274e-06
StageB.finetune,16,val,0.6883,0.8171,8.53553390593274e-06
StageB.finetune,17,train,0.4564,0.8494,8.345653031794293e-06
StageB.finetune,17,val,0.6941,0.8293,8.345653031794293e-06
StageB.finetune,18,train,0.4141,0.8753,8.146601955249189e-06
StageB.finetune,18,val,0.6575,0.8537,8.146601955249189e-06
StageB.finetune,19,train,0.3778,0.9065,7.938926261462366e-06
StageB.finetune,19,val,0.6597,0.8049,7.938926261462366e-06
StageB.finetune,20,train,0.3863,0.8883,7.723195175075136e-06
StageB.finetune,20,val,0.6511,0.8171,7.723195175075136e-06
StageB.finetune,21,train,0.3552,0.9169,7.5e-06
StageB.finetune,21,val,0.6275,0.8293,7.5e-06
StageB.finetune,22,train,0.329,0.9169,7.269952498697734e-06
StageB.finetune,22,val,0.6171,0.8293,7.269952498697734e-06
StageB.finetune,23,train,0.3251,0.9247,7.033683215379002e-06
StageB.finetune,23,val,0.6088,0.8171,7.033683215379002e-06
StageB.finetune,24,train,0.3131,0.9013,6.791839747726503e-06
StageB.finetune,24,val,0.5963,0.8293,6.791839747726503e-06
StageB.finetune,25,train,0.2775,0.9351,6.545084971874738e-06
StageB.finetune,25,val,0.594,0.8293,6.545084971874738e-06
StageB.finetune,26,train,0.2558,0.9532,6.294095225512604e-06
StageB.finetune,26,val,0.6077,0.8171,6.294095225512604e-06
StageB.finetune,27,train,0.2714,0.9351,6.039558454088796e-06
StageB.finetune,27,val,0.6032,0.7927,6.039558454088796e-06
StageB.finetune,28,train,0.24,0.9506,5.782172325201155e-06
StageB.finetune,28,val,0.5876,0.8171,5.782172325201155e-06
StageB.finetune,29,train,0.2253,0.9506,5.522642316338268e-06
StageB.finetune,29,val,0.5871,0.8415,5.522642316338268e-06
StageB.finetune,30,train,0.2246,0.9429,5.261679781214719e-06
StageB.finetune,30,val,0.5878,0.8171,5.261679781214719e-06
StageB.finetune,31,train,0.223,0.9506,5.000000000000001e-06
StageB.finetune,31,val,0.6204,0.8171,5.000000000000001e-06
StageB.finetune,32,train,0.2246,0.9325,4.738320218785282e-06
StageB.finetune,32,val,0.6014,0.7927,4.738320218785282e-06
StageB.finetune,33,train,0.2116,0.9558,4.477357683661734e-06
StageB.finetune,33,val,0.6001,0.8049,4.477357683661734e-06
StageB.finetune,34,train,0.2092,0.9455,4.217827674798846e-06
StageB.finetune,34,val,0.5839,0.8293,4.217827674798846e-06
