stage,epoch,phase,loss,acc,lr
StageB.finetune,7,train,0.6962,0.6156,9.755282581475769e-06
StageB.finetune,7,val,0.945,0.6333,9.755282581475769e-06
StageB.finetune,8,train,0.6474,0.7099,9.667902132486009e-06
StageB.finetune,8,val,0.9105,0.6889,9.667902132486009e-06
StageB.finetune,9,train,0.6347,0.7028,9.567727288213005e-06
StageB.finetune,9,val,0.9011,0.7111,9.567727288213005e-06
StageB.finetune,10,train,0.611,0.7406,9.45503262094184e-06
StageB.finetune,10,val,0.8643,0.7222,9.45503262094184e-06
StageB.finetune,11,train,0.5318,0.8231,9.330127018922195e-06
StageB.finetune,11,val,0.8539,0.7444,9.330127018922195e-06
StageB.finetune,12,train,0.5375,0.8278,9.193352839727122e-06
StageB.finetune,12,val,0.8426,0.7333,9.193352839727122e-06
StageB.finetune,13,train,0.5147,0.8373,9.045084971874738e-06
StageB.finetune,13,val,0.8172,0.7778,9.045084971874738e-06
StageB.finetune,14,train,0.4436,0.8915,8.885729807284857e-06
StageB.finetune,14,val,0.8251,0.7556,8.885729807284857e-06
StageB.finetune,15,train,0.4674,0.8278,8.715724127386973e-06
StageB.finetune,15,val,0.8156,0.7667,8.715724127386973e-06
StageB.finetune,16,train,0.4245,0.8844,8.53553390593274e-06
StageB.finetune,16,val,0.7909,0.7444,8.53553390593274e-06
StageB.finetune,17,train,0.4195,0.8892,8.345653031794293e-06
StageB.finetune,17,val,0.7898,0.7444,8.345653031794293e-06
StageB.finetune,18,train,0.4195,0.9151,8.146601955249189e-06
StageB.finetune,18,val,0.7825,0.7444,8.146601955249189e-06
StageB.finetune,19,train,0.3857,0.9151,7.938926261462366e-06
StageB.finetune,19,val,0.7721,0.7667,7.938926261462366e-06
StageB.finetune,20,train,0.3866,0.8986,7.723195175075136e-06
StageB.finetune,20,val,0.75,0.7667,7.723195175075136e-06
StageB.finetune,21,train,0.3312,0.9363,7.5e-06
StageB.finetune,21,val,0.7515,0.7778,7.5e-06
StageB.finetune,22,train,0.3283,0.9151,7.269952498697734e-06
StageB.finetune,22,val,0.744,0.8,7.269952498697734e-06
StageB.finetune,23,train,0.3266,0.9269,7.033683215379002e-06
StageB.finetune,23,val,0.735,0.7667,7.033683215379002e-06
StageB.finetune,24,train,0.3447,0.9151,6.791839747726503e-06
StageB.finetune,24,val,0.7232,0.7667,6.791839747726503e-06
StageB.finetune,25,train,0.322,0.9316,6.545084971874738e-06
StageB.finetune,25,val,0.7217,0.7667,6.545084971874738e-06
StageB.finetune,26,train,0.2944,0.9387,6.294095225512604e-06
StageB.finetune,26,val,0.7338,0.7556,6.294095225512604e-06
StageB.finetune,27,train,0.2963,0.9269,6.039558454088796e-06
StageB.finetune,27,val,0.7399,0.7333,6.039558454088796e-06
StageB.finetune,28,train,0.2743,0.9387,5.782172325201155e-06
StageB.finetune,28,val,0.7502,0.7444,5.782172325201155e-06
StageB.finetune,29,train,0.2921,0.934,5.522642316338268e-06
StageB.finetune,29,val,0.7181,0.7667,5.522642316338268e-06
StageB.finetune,30,train,0.2761,0.941,5.261679781214719e-06
StageB.finetune,30,val,0.7362,0.7667,5.261679781214719e-06
StageB.finetune,31,train,0.2908,0.9316,5.000000000000001e-06
StageB.finetune,31,val,0.6971,0.7778,5.000000000000001e-06
StageB.finetune,32,train,0.27,0.9481,4.738320218785282e-06
StageB.finetune,32,val,0.729,0.7444,4.738320218785282e-06
StageB.finetune,33,train,0.2592,0.9693,4.477357683661734e-06
StageB.finetune,33,val,0.7096,0.7444,4.477357683661734e-06
StageB.finetune,34,train,0.2737,0.9481,4.217827674798846e-06
StageB.finetune,34,val,0.7203,0.7333,4.217827674798846e-06
StageB.finetune,35,train,0.2698,0.9481,3.960441545911203e-06
StageB.finetune,35,val,0.7311,0.7444,3.960441545911203e-06
StageB.finetune,36,train,0.2683,0.9434,3.705904774487397e-06
StageB.finetune,36,val,0.7151,0.7556,3.705904774487397e-06
StageB.finetune,37,train,0.2694,0.9434,3.454915028125263e-06
StageB.finetune,37,val,0.7252,0.7444,3.454915028125263e-06
StageB.finetune,38,train,0.2529,0.9764,3.2081602522734987e-06
StageB.finetune,38,val,0.7162,0.7556,3.2081602522734987e-06
StageB.finetune,39,train,0.2377,0.9717,2.966316784620999e-06
StageB.finetune,39,val,0.7061,0.7444,2.966316784620999e-06
StageB.finetune,40,train,0.2255,0.9741,2.730047501302266e-06
StageB.finetune,40,val,0.719,0.7444,2.730047501302266e-06
StageB.finetune,41,train,0.2356,0.9599,2.500000000000001e-06
StageB.finetune,41,val,0.7083,0.7444,2.500000000000001e-06
StageB.finetune,42,train,0.2387,0.9764,2.276804824924866e-06
StageB.finetune,42,val,0.71,0.7444,2.276804824924866e-06
StageB.finetune,43,train,0.2395,0.9693,2.061073738537635e-06
StageB.finetune,43,val,0.7016,0.7444,2.061073738537635e-06
StageB.finetune,44,train,0.2386,0.9717,1.8533980447508138e-06
