stage,epoch,phase,loss,acc,lr
StageB.finetune,6,val,0.9387,0.6098,9.829629131445342e-06
StageB.finetune,7,train,0.7189,0.6156,9.755282581475769e-06
StageB.finetune,7,val,0.9032,0.6341,9.755282581475769e-06
StageB.finetune,8,train,0.6751,0.6961,9.667902132486009e-06
StageB.finetune,8,val,0.8512,0.7561,9.667902132486009e-06
StageB.finetune,9,train,0.6432,0.7273,9.567727288213005e-06
StageB.finetune,9,val,0.8252,0.7561,9.567727288213005e-06
StageB.finetune,10,train,0.6147,0.7325,9.45503262094184e-06
StageB.finetune,10,val,0.7855,0.7317,9.45503262094184e-06
StageB.finetune,11,train,0.5724,0.8052,9.330127018922195e-06
StageB.finetune,11,val,0.7639,0.7683,9.330127018922195e-06
StageB.finetune,12,train,0.5295,0.826,9.193352839727122e-06
StageB.finetune,12,val,0.7535,0.7439,9.193352839727122e-06
StageB.finetune,13,train,0.5127,0.8104,9.045084971874738e-06
StageB.finetune,13,val,0.7341,0.7561,9.045084971874738e-06
StageB.finetune,14,train,0.4834,0.8156,8.885729807284857e-06
StageB.finetune,14,val,0.7094,0.8171,8.885729807284857e-06
StageB.finetune,15,train,0.4597,0.8468,8.715724127386973e-06
StageB.finetune,15,val,0.7022,0.8049,8.715724127386973e-06
StageB.finetune,16,train,0.4007,0.9117,8.53553390593274e-06
StageB.finetune,16,val,0.6906,0.7561,8.53553390593274e-06
StageB.finetune,17,train,0.3668,0.9325,8.345653031794293e-06
StageB.finetune,17,val,0.6614,0.7683,8.345653031794293e-06
StageB.finetune,18,train,0.3559,0.9013,8.146601955249189e-06
StageB.finetune,18,val,0.6422,0.7927,8.146601955249189e-06
StageB.finetune,19,train,0.3103,0.9455,7.938926261462366e-06
StageB.finetune,19,val,0.6325,0.7927,7.938926261462366e-06
StageB.finetune,20,train,0.3229,0.9247,7.723195175075136e-06
StageB.finetune,20,val,0.6265,0.8171,7.723195175075136e-06
StageB.finetune,21,train,0.2863,0.9455,7.5e-06
StageB.finetune,21,val,0.6275,0.7683,7.5e-06
StageB.finetune,22,train,0.2622,0.9481,7.269952498697734e-06
StageB.finetune,22,val,0.615,0.7805,7.269952498697734e-06
StageB.finetune,23,train,0.261,0.9247,7.033683215379002e-06
StageB.finetune,23,val,0.6052,0.7805,7.033683215379002e-06
StageB.finetune,24,train,0.2363,0.9429,6.791839747726503e-06
StageB.finetune,24,val,0.5941,0.7805,6.791839747726503e-06
StageB.finetune,25,train,0.2377,0.9455,6.545084971874738e-06
StageB.finetune,25,val,0.5891,0.8049,6.545084971874738e-06
StageB.finetune,26,train,0.2093,0.9558,6.294095225512604e-06
StageB.finetune,26,val,0.5852,0.8049,6.294095225512604e-06
StageB.finetune,27,train,0.2019,0.9714,6.039558454088796e-06
StageB.finetune,27,val,0.5998,0.7927,6.039558454088796e-06
StageB.finetune,28,train,0.2034,0.9532,5.782172325201155e-06
StageB.finetune,28,val,0.5997,0.7805,5.782172325201155e-06
StageB.finetune,29,train,0.1901,0.9506,5.522642316338268e-06
StageB.finetune,29,val,0.5924,0.7683,5.522642316338268e-06
StageB.finetune,30,train,0.1805,0.9662,5.261679781214719e-06
StageB.finetune,30,val,0.5746,0.8171,5.261679781214719e-06
StageB.finetune,31,train,0.1794,0.9688,5.000000000000001e-06
StageB.finetune,31,val,0.5767,0.7927,5.000000000000001e-06
StageB.finetune,32,train,0.2027,0.9455,4.738320218785282e-06
StageB.finetune,32,val,0.5783,0.7927,4.738320218785282e-06
StageB.finetune,33,train,0.1549,0.9792,4.477357683661734e-06
StageB.finetune,33,val,0.6079,0.7439,4.477357683661734e-06
StageB.finetune,34,train,0.1855,0.9429,4.217827674798846e-06
StageB.finetune,34,val,0.5441,0.8049,4.217827674798846e-06
StageB.finetune,35,train,0.1831,0.9584,3.960441545911203e-06
StageB.finetune,35,val,0.5985,0.7805,3.960441545911203e-06
StageB.finetune,36,train,0.1934,0.9455,3.705904774487397e-06
StageB.finetune,36,val,0.5577,0.8293,3.705904774487397e-06
StageB.finetune,37,train,0.1497,0.9662,3.454915028125263e-06
StageB.finetune,37,val,0.5674,0.8049,3.454915028125263e-06
StageB.finetune,38,train,0.1451,0.9714,3.2081602522734987e-06
StageB.finetune,38,val,0.5607,0.8171,3.2081602522734987e-06
StageB.finetune,39,train,0.1607,0.961,2.966316784620999e-06
StageB.finetune,39,val,0.5609,0.8171,2.966316784620999e-06
StageB.finetune,40,train,0.1557,0.9688,2.730047501302266e-06
StageB.finetune,40,val,0.564,0.8171,2.730047501302266e-06
StageB.finetune,41,train,0.1602,0.9506,2.500000000000001e-06
StageB.finetune,41,val,0.5637,0.8049,2.500000000000001e-06
StageB.finetune,42,train,0.1534,0.9766,2.276804824924866e-06
StageB.finetune,42,val,0.5643,0.8171,2.276804824924866e-06
StageB.finetune,43,train,0.1425,0.9636,2.061073738537635e-06
StageB.finetune,43,val,0.5585,0.8049,2.061073738537635e-06
StageB.finetune,44,train,0.1622,0.9766,1.8533980447508138e-06
StageB.finetune,44,val,0.6313,0.7683,1.8533980447508138e-06
StageB.finetune,45,train,0.15,0.961,1.6543469682057107e-06
StageB.finetune,45,val,0.5877,0.8171,1.6543469682057107e-06
StageB.finetune,46,train,0.1761,0.9506,1.4644660940672628e-06
StageB.finetune,46,val,0.5356,0.8171,1.4644660940672628e-06
StageB.finetune,47,train,0.1445,0.9792,1.2842758726130296e-06
StageB.finetune,47,val,0.5822,0.8171,1.2842758726130296e-06
StageB.finetune,48,train,0.1346,0.961,1.1142701927151456e-06
StageB.finetune,48,val,0.5815,0.8049,1.1142701927151456e-06
StageB.finetune,49,train,0.152,0.9662,9.549150281252633e-07
StageB.finetune,49,val,0.5577,0.8049,9.549150281252633e-07
StageB.finetune,50,train,0.1589,0.9558,8.066471602728802e-07
StageB.finetune,50,val,0.5538,0.7927,8.066471602728802e-07
StageB.finetune,51,train,0.1375,0.9688,6.698729810778064e-07
StageB.finetune,51,val,0.5804,0.7927,6.698729810778064e-07
StageB.finetune,52,train,0.1043,0.987,5.44967379058161e-07
StageB.finetune,52,val,0.5609,0.8049,5.44967379058161e-07
StageB.finetune,53,train,0.1674,0.9558,4.3227271178699507e-07
StageB.finetune,53,val,0.5634,0.7927,4.3227271178699507e-07
StageB.finetune,54,train,0.1228,0.9766,3.3209786751399125e-07
StageB.finetune,54,val,0.5566,0.8293,3.3209786751399125e-07
StageB.finetune,55,train,0.1489,0.9714,2.4471741852423233e-07
StageB.finetune,55,val,0.5592,0.8049,2.4471741852423233e-07
StageB.finetune,56,train,0.1216,0.9688,1.7037086855465844e-07
StageB.finetune,56,val,0.5788,0.8049,1.7037086855465844e-07
StageB.finetune,57,train,0.1402,0.9662,1.0926199633097156e-07
StageB.finetune,57,val,0.5679,0.8049,1.0926199633097156e-07
StageB.finetune,58,train,0.1204,0.9896,6.15582970243117e-08
StageB.finetune,58,val,0.5744,0.8171,6.15582970243117e-08
StageB.finetune,59,train,0.1995,0.9429,2.7390523158632996e-08
StageB.finetune,59,val,0.5361,0.8171,2.7390523158632996e-08
StageB.finetune,60,train,0.1339,0.974,6.852326227130835e-09
StageB.finetune,60,val,0.5525,0.8049,6.852326227130835e-09
