stage,epoch,phase,loss,acc,lr
StageA.finetune,42,train,0.0087,1.0,2.276804824924866e-06
StageA.finetune,42,val,0.2276,0.9058,2.276804824924866e-06
StageA.finetune,43,train,0.0143,1.0,2.061073738537635e-06
StageA.finetune,43,val,0.2187,0.9058,2.061073738537635e-06
StageA.finetune,44,train,0.0104,1.0,1.8533980447508138e-06
StageA.finetune,44,val,0.22,0.8986,1.8533980447508138e-06
StageA.finetune,45,train,0.0098,1.0,1.6543469682057107e-06
StageA.finetune,45,val,0.2234,0.913,1.6543469682057107e-06
StageA.finetune,46,train,0.0106,1.0,1.4644660940672628e-06
StageA.finetune,46,val,0.2131,0.913,1.4644660940672628e-06
StageA.finetune,47,train,0.0103,1.0,1.2842758726130296e-06
StageA.finetune,47,val,0.2277,0.8986,1.2842758726130296e-06
StageA.finetune,48,train,0.0106,0.9985,1.1142701927151456e-06
StageA.finetune,48,val,0.2247,0.8986,1.1142701927151456e-06
StageA.finetune,49,train,0.0089,1.0,9.549150281252633e-07
StageA.finetune,49,val,0.2214,0.9058,9.549150281252633e-07
StageA.finetune,50,train,0.0092,1.0,8.066471602728802e-07
StageA.finetune,50,val,0.2232,0.913,8.066471602728802e-07
StageA.finetune,51,train,0.0104,1.0,6.698729810778064e-07
StageA.finetune,51,val,0.219,0.913,6.698729810778064e-07
StageA.finetune,52,train,0.0114,1.0,5.44967379058161e-07
StageA.finetune,52,val,0.2314,0.9275,5.44967379058161e-07
StageA.finetune,53,train,0.0265,0.9969,4.3227271178699507e-07
StageA.finetune,53,val,0.2405,0.9203,4.3227271178699507e-07
StageA.finetune,54,train,0.0098,1.0,3.3209786751399125e-07
StageA.finetune,54,val,0.2168,0.9058,3.3209786751399125e-07
StageA.finetune,55,train,0.0061,1.0,2.4471741852423233e-07
StageA.finetune,55,val,0.2203,0.9058,2.4471741852423233e-07
StageA.finetune,56,train,0.0121,0.9985,1.7037086855465844e-07
StageA.finetune,56,val,0.2238,0.8986,1.7037086855465844e-07
StageA.finetune,57,train,0.0124,1.0,1.0926199633097156e-07
StageA.finetune,57,val,0.2194,0.8986,1.0926199633097156e-07
StageA.finetune,58,train,0.0088,1.0,6.15582970243117e-08
StageA.finetune,58,val,0.2199,0.9058,6.15582970243117e-08
StageA.finetune,59,train,0.0136,0.9969,2.7390523158632996e-08
StageA.finetune,59,val,0.2294,0.9058,2.7390523158632996e-08
StageA.finetune,60,train,0.019,0.9969,6.852326227130835e-09
StageA.finetune,60,val,0.221,0.9058,6.852326227130835e-09
StageB.warmup,1,train,1.097,0.4458,0.0001
StageB.warmup,1,val,1.0727,0.4444,0.0001
StageB.warmup,2,train,1.0585,0.5731,0.0001
StageB.warmup,2,val,1.0518,0.5556,0.0001
StageB.warmup,3,train,1.0309,0.6274,0.0001
StageB.warmup,3,val,1.0249,0.5778,0.0001
StageB.warmup,4,train,1.0046,0.6981,0.0001
StageB.warmup,4,val,0.9989,0.6222,0.0001
StageB.warmup,5,train,0.9803,0.7288,0.0001
StageB.warmup,5,val,0.9695,0.6889,0.0001
StageB.warmup,6,train,0.9572,0.7217,0.0001
StageB.warmup,6,val,0.9568,0.6889,0.0001
StageB.warmup,7,train,0.936,0.7642,0.0001
StageB.warmup,7,val,0.9216,0.6889,0.0001
StageB.warmup,8,train,0.9124,0.7571,0.0001
StageB.warmup,8,val,0.8999,0.7111,0.0001
StageB.finetune,1,train,0.8804,0.7901,1e-05
StageB.finetune,1,val,0.859,0.7222,1e-05
StageB.finetune,2,train,0.8193,0.8184,9.993147673772869e-06
StageB.finetune,2,val,0.8159,0.7333,9.993147673772869e-06
StageB.finetune,3,train,0.7706,0.816,9.972609476841366e-06
StageB.finetune,3,val,0.7791,0.7222,9.972609476841366e-06
StageB.finetune,4,train,0.7215,0.8255,9.938441702975689e-06
StageB.finetune,4,val,0.7569,0.7556,9.938441702975689e-06
StageB.finetune,5,train,0.6901,0.8467,9.890738003669029e-06
StageB.finetune,5,val,0.7262,0.7556,9.890738003669029e-06
StageB.finetune,6,train,0.6408,0.8703,9.829629131445342e-06
StageB.finetune,6,val,0.7135,0.7444,9.829629131445342e-06
StageB.finetune,7,train,0.5903,0.8962,9.755282581475769e-06
StageB.finetune,7,val,0.7082,0.7333,9.755282581475769e-06
StageB.finetune,8,train,0.5707,0.8868,9.667902132486009e-06
StageB.finetune,8,val,0.6889,0.7333,9.667902132486009e-06
StageB.finetune,9,train,0.4997,0.9198,9.567727288213005e-06
StageB.finetune,9,val,0.6809,0.7333,9.567727288213005e-06
StageB.finetune,10,train,0.4853,0.9057,9.45503262094184e-06
StageB.finetune,10,val,0.6649,0.7444,9.45503262094184e-06
StageB.finetune,11,train,0.4397,0.9175,9.330127018922195e-06
StageB.finetune,11,val,0.6599,0.7333,9.330127018922195e-06
StageB.finetune,12,train,0.4082,0.9316,9.193352839727122e-06
StageB.finetune,12,val,0.658,0.7444,9.193352839727122e-06
StageB.finetune,13,train,0.3672,0.9387,9.045084971874738e-06
StageB.finetune,13,val,0.656,0.7444,9.045084971874738e-06
StageB.finetune,14,train,0.3494,0.9387,8.885729807284857e-06
StageB.finetune,14,val,0.6509,0.7444,8.885729807284857e-06
StageB.finetune,15,train,0.3245,0.9599,8.715724127386973e-06
StageB.finetune,15,val,0.6554,0.7556,8.715724127386973e-06
StageB.finetune,16,train,0.2916,0.9528,8.53553390593274e-06
StageB.finetune,16,val,0.6516,0.7556,8.53553390593274e-06
StageB.finetune,17,train,0.2357,0.9764,8.345653031794293e-06
StageB.finetune,17,val,0.6651,0.7444,8.345653031794293e-06
StageB.finetune,18,train,0.2366,0.9599,8.146601955249189e-06
StageB.finetune,18,val,0.6589,0.7556,8.146601955249189e-06
StageB.finetune,19,train,0.1936,0.9835,7.938926261462366e-06
StageB.finetune,19,val,0.6719,0.7667,7.938926261462366e-06
StageB.finetune,20,train,0.1811,0.9858,7.723195175075136e-06
StageB.finetune,20,val,0.6758,0.7667,7.723195175075136e-06
StageB.finetune,21,train,0.1746,0.9788,7.5e-06
StageB.finetune,21,val,0.6793,0.7667,7.5e-06
StageB.finetune,22,train,0.1481,0.9811,7.269952498697734e-06
StageB.finetune,22,val,0.6769,0.7667,7.269952498697734e-06
StageB.finetune,23,train,0.1566,0.9764,7.033683215379002e-06
StageB.finetune,23,val,0.6906,0.7667,7.033683215379002e-06
StageB.finetune,24,train,0.1355,0.9788,6.791839747726503e-06
StageB.finetune,24,val,0.6742,0.7556,6.791839747726503e-06
StageB.finetune,25,train,0.1404,0.9741,6.545084971874738e-06
StageB.finetune,25,val,0.6904,0.7667,6.545084971874738e-06
StageB.finetune,26,train,0.1108,0.9882,6.294095225512604e-06
StageB.finetune,26,val,0.6937,0.7667,6.294095225512604e-06
StageB.finetune,27,train,0.1073,0.9906,6.039558454088796e-06
StageB.finetune,27,val,0.6923,0.7556,6.039558454088796e-06
StageB.finetune,28,train,0.0834,0.9906,5.782172325201155e-06
StageB.finetune,28,val,0.7049,0.7556,5.782172325201155e-06
StageB.finetune,29,train,0.1067,0.9835,5.522642316338268e-06
StageB.finetune,29,val,0.7042,0.7778,5.522642316338268e-06
StageB.finetune,30,train,0.0903,0.9976,5.261679781214719e-06
StageB.finetune,30,val,0.6915,0.7556,5.261679781214719e-06
StageB.finetune,31,train,0.0922,0.9906,5.000000000000001e-06
StageB.finetune,31,val,0.7119,0.7667,5.000000000000001e-06
StageB.finetune,32,train,0.0726,0.9953,4.738320218785282e-06
StageB.finetune,32,val,0.7055,0.7556,4.738320218785282e-06
StageB.finetune,33,train,0.0742,0.9953,4.477357683661734e-06
StageB.finetune,33,val,0.7253,0.7556,4.477357683661734e-06
StageB.finetune,34,train,0.0776,0.9953,4.217827674798846e-06
StageB.finetune,34,val,0.7273,0.7667,4.217827674798846e-06
StageB.finetune,35,train,0.0721,0.9976,3.960441545911203e-06
StageB.finetune,35,val,0.7232,0.7444,3.960441545911203e-06
StageB.finetune,36,train,0.0744,0.9976,3.705904774487397e-06
StageB.finetune,36,val,0.7253,0.7556,3.705904774487397e-06
StageB.finetune,37,train,0.0636,0.9906,3.454915028125263e-06
StageB.finetune,37,val,0.7214,0.7667,3.454915028125263e-06
StageB.finetune,38,train,0.0591,0.9953,3.2081602522734987e-06
StageB.finetune,38,val,0.741,0.7556,3.2081602522734987e-06
StageB.finetune,39,train,0.0708,0.9929,2.966316784620999e-06
StageB.finetune,39,val,0.7146,0.7778,2.966316784620999e-06
StageB.finetune,40,train,0.0635,0.9929,2.730047501302266e-06
StageB.finetune,40,val,0.7315,0.7556,2.730047501302266e-06
StageB.finetune,41,train,0.063,0.9976,2.500000000000001e-06
StageB.finetune,41,val,0.7189,0.7556,2.500000000000001e-06
StageB.finetune,42,train,0.0701,0.9906,2.276804824924866e-06
StageB.finetune,42,val,0.7474,0.7556,2.276804824924866e-06
StageB.finetune,43,train,0.0524,0.9953,2.061073738537635e-06
StageB.finetune,43,val,0.7261,0.7556,2.061073738537635e-06
StageB.finetune,44,train,0.0554,1.0,1.8533980447508138e-06
StageB.finetune,44,val,0.7254,0.7667,1.8533980447508138e-06
StageB.finetune,45,train,0.0483,0.9976,1.6543469682057107e-06
StageB.finetune,45,val,0.7205,0.7667,1.6543469682057107e-06
StageB.finetune,46,train,0.0467,0.9976,1.4644660940672628e-06
StageB.finetune,46,val,0.7437,0.7778,1.4644660940672628e-06
StageB.finetune,47,train,0.0605,0.9953,1.2842758726130296e-06
StageB.finetune,47,val,0.7615,0.7667,1.2842758726130296e-06
StageB.finetune,48,train,0.0565,0.9929,1.1142701927151456e-06
StageB.finetune,48,val,0.7225,0.7778,1.1142701927151456e-06
StageB.finetune,49,train,0.0623,0.9906,9.549150281252633e-07
StageB.finetune,49,val,0.7279,0.7778,9.549150281252633e-07
StageB.finetune,50,train,0.0577,0.9953,8.066471602728802e-07
StageB.finetune,50,val,0.7286,0.7556,8.066471602728802e-07
StageB.finetune,51,train,0.0606,0.9953,6.698729810778064e-07
StageB.finetune,51,val,0.7319,0.7667,6.698729810778064e-07
StageB.finetune,52,train,0.039,1.0,5.44967379058161e-07
StageB.finetune,52,val,0.7472,0.7667,5.44967379058161e-07
StageB.finetune,53,train,0.0621,0.9929,4.3227271178699507e-07
StageB.finetune,53,val,0.7353,0.7556,4.3227271178699507e-07
StageB.finetune,54,train,0.0581,0.9976,3.3209786751399125e-07
StageB.finetune,54,val,0.7313,0.7778,3.3209786751399125e-07
StageB.finetune,55,train,0.0509,0.9976,2.4471741852423233e-07
StageB.finetune,55,val,0.7193,0.7778,2.4471741852423233e-07
StageB.finetune,56,train,0.0668,0.9882,1.7037086855465844e-07
StageB.finetune,56,val,0.7609,0.7556,1.7037086855465844e-07
StageB.finetune,57,train,0.0485,0.9976,1.0926199633097156e-07
StageB.finetune,57,val,0.729,0.7667,1.0926199633097156e-07
StageB.finetune,58,train,0.0506,0.9929,6.15582970243117e-08
StageB.finetune,58,val,0.7257,0.7667,6.15582970243117e-08
StageB.finetune,59,train,0.0526,0.9976,2.7390523158632996e-08
StageB.finetune,59,val,0.7472,0.7667,2.7390523158632996e-08
StageB.finetune,60,train,0.0509,0.9976,6.852326227130835e-09
StageB.finetune,60,val,0.7328,0.7778,6.852326227130835e-09
